Sequence Id	Length	GC
k105_71507	619	40.55
k105_71506	747	34.54
k105_71504	2145	41.07
k105_172253	789	33.59
k105_120569	414	66.43
k105_120568	441	65.99
k105_75702	335	31.04
k105_120565	391	61.89
k105_120564	355	68.17
k105_120567	227	60.35
k105_120566	638	45.61
k105_120561	627	58.53
k105_120560	609	54.68
k105_120563	865	51.10
k105_120562	806	43.67
k105_119008	402	65.17
k105_119009	509	32.22
k105_119006	701	64.62
k105_97051	1593	63.09
k105_119004	424	66.75
k105_74070	1020	38.53
k105_119002	2038	56.92
k105_119003	425	47.76
k105_119000	261	46.74
k105_119001	521	65.07
k105_112331	647	33.38
k105_112330	247	61.54
k105_112333	1211	70.02
k105_112332	333	68.17
k105_14731	1765	38.75
k105_112334	373	52.82
k105_112337	1399	50.39
k105_14732	403	26.55
k105_112339	458	43.01
k105_112338	765	27.45
k105_118757	322	30.43
k105_118756	370	57.30
k105_14739	602	47.34
k105_14738	315	32.38
k105_118753	409	60.64
k105_106201	660	32.58
k105_90234	1695	55.10
k105_90235	760	56.71
k105_90236	427	61.12
k105_90237	445	61.35
k105_90230	715	42.66
k105_90231	319	52.66
k105_81199	727	41.82
k105_81198	320	48.75
k105_108596	1919	69.46
k105_81196	1016	43.80
k105_81195	393	51.91
k105_90239	794	60.45
k105_83889	361	31.30
k105_63712	390	48.97
k105_86462	770	33.12
k105_47118	517	51.45
k105_148187	751	68.18
k105_148186	512	41.80
k105_148181	486	60.08
k105_148180	422	76.78
k105_148183	343	66.47
k105_47111	354	31.64
k105_47110	486	59.26
k105_47113	818	30.44
k105_47115	566	30.74
k105_47114	349	49.86
k105_47117	509	30.26
k105_47116	328	60.06
k105_52298	559	29.87
k105_149276	1240	55.73
k105_149277	395	67.85
k105_149270	352	37.78
k105_149271	915	59.67
k105_149272	238	52.10
k105_149273	702	49.29
k105_162313	655	65.80
k105_149278	301	59.14
k105_149279	1029	54.81
k105_168824	703	63.16
k105_168826	660	68.18
k105_168827	376	53.72
k105_168821	435	47.82
k105_168822	413	58.84
k105_53745	486	50.21
k105_54601	343	56.85
k105_53747	1939	47.34
k105_53746	436	62.16
k105_168828	865	43.58
k105_168829	315	40.63
k105_53743	690	60.43
k105_54600	995	64.22
k105_46444	494	33.20
k105_52038	496	35.08
k105_46446	315	38.10
k105_46447	1702	50.00
k105_46440	576	53.82
k105_145306	2048	59.62
k105_46442	967	32.68
k105_46443	492	32.32
k105_145307	611	47.79
k105_46448	460	51.96
k105_46449	470	48.94
k105_110188	1129	44.64
k105_110189	525	45.33
k105_151218	1433	29.24
k105_40552	1211	53.26
k105_82795	416	58.89
k105_110180	1450	46.62
k105_110181	542	65.31
k105_110182	395	63.04
k105_110184	303	39.27
k105_82796	537	61.27
k105_110186	751	43.28
k105_110187	529	39.13
k105_84815	422	65.17
k105_84814	1196	48.41
k105_15068	519	53.37
k105_15069	787	49.56
k105_84811	397	59.70
k105_117886	342	34.80
k105_84813	498	55.02
k105_84812	1642	42.33
k105_15062	424	54.25
k105_54609	536	64.74
k105_15060	385	36.10
k105_15061	313	41.21
k105_15066	570	64.91
k105_15067	603	35.16
k105_15064	766	32.11
k105_15065	370	34.59
k105_115640	584	40.41
k105_115641	923	41.06
k105_115642	515	44.85
k105_115643	543	33.15
k105_115644	532	43.23
k105_115645	2062	35.84
k105_115646	667	46.78
k105_115647	309	53.72
k105_115648	1041	59.85
k105_115649	733	28.10
k105_82793	524	36.26
k105_151211	1083	39.89
k105_115990	567	25.22
k105_52033	347	38.62
k105_115991	435	50.57
k105_151217	376	61.97
k105_115992	684	40.94
k105_151839	400	33.75
k105_115993	581	50.77
k105_151215	267	34.46
k105_50893	867	56.63
k105_151833	584	44.18
k105_115994	408	45.10
k105_151831	327	42.81
k105_151214	290	40.00
k105_151837	1198	39.98
k105_151836	380	58.42
k105_151835	391	30.69
k105_12382	346	31.21
k105_12383	428	30.84
k105_12380	438	43.61
k105_12381	535	36.64
k105_12386	530	25.09
k105_12387	1905	44.78
k105_12384	1245	50.60
k105_12385	1235	63.64
k105_147092	429	66.43
k105_147093	2283	65.09
k105_12388	711	46.41
k105_12389	729	65.98
k105_147096	374	44.39
k105_115017	661	44.63
k105_147094	708	62.71
k105_147095	399	64.16
k105_115998	709	56.42
k105_141809	340	34.41
k105_141808	413	38.98
k105_141807	2353	52.57
k105_141806	1805	37.12
k105_141805	428	38.32
k105_141804	541	54.16
k105_141803	509	53.63
k105_141802	961	29.14
k105_141801	486	46.30
k105_141800	401	65.34
k105_54212	534	49.06
k105_54213	1746	69.87
k105_54210	779	45.44
k105_89679	773	30.92
k105_54216	541	54.90
k105_17466	536	58.96
k105_54214	400	55.25
k105_150113	453	65.56
k105_54218	426	57.04
k105_115012	347	52.74
k105_40556	389	46.79
k105_94447	1126	45.65
k105_94446	2109	56.24
k105_94445	364	54.40
k105_94444	495	64.85
k105_94443	2018	59.86
k105_94442	518	43.05
k105_94441	2703	58.82
k105_17469	350	59.14
k105_20253	484	43.60
k105_94449	1708	67.04
k105_94448	420	49.52
k105_95314	752	34.18
k105_142824	613	60.36
k105_95316	326	57.36
k105_50884	330	48.18
k105_95310	356	55.62
k105_95312	496	56.65
k105_114646	513	38.40
k105_50883	475	47.16
k105_40557	1024	56.45
k105_95318	810	32.72
k105_142826	892	38.34
k105_50882	343	36.44
k105_157400	331	32.63
k105_142827	261	37.16
k105_157401	327	36.39
k105_142820	395	45.57
k105_113600	738	33.88
k105_142821	584	60.62
k105_69065	950	36.32
k105_69064	343	53.64
k105_69067	638	57.37
k105_69066	826	34.50
k105_69061	775	53.68
k105_69060	224	38.39
k105_69063	753	44.89
k105_48455	342	56.43
k105_48454	400	25.25
k105_48457	518	48.65
k105_48456	1461	56.61
k105_69069	771	66.93
k105_69068	668	59.58
k105_48453	754	42.18
k105_157405	512	40.04
k105_38823	478	32.01
k105_38822	353	55.52
k105_38821	527	39.09
k105_38820	734	63.90
k105_38827	381	62.20
k105_157406	2369	58.84
k105_38825	351	63.53
k105_38824	922	29.83
k105_29205	370	48.11
k105_29204	932	28.86
k105_38829	1468	45.98
k105_157407	251	64.14
k105_29201	1131	58.36
k105_29200	446	37.89
k105_29203	872	31.08
k105_29202	550	38.00
k105_28552	522	37.55
k105_28553	651	31.64
k105_28550	806	57.20
k105_28551	647	62.44
k105_28556	839	38.97
k105_28557	435	45.29
k105_28554	700	67.57
k105_28555	445	33.71
k105_95830	344	39.83
k105_28558	387	48.58
k105_28559	436	45.41
k105_147613	485	32.16
k105_13033	1591	44.25
k105_103624	847	26.80
k105_13031	346	52.31
k105_103626	416	45.91
k105_13037	742	36.66
k105_103623	208	34.62
k105_103622	478	66.11
k105_144541	637	57.46
k105_13039	607	26.52
k105_13038	344	47.97
k105_144545	410	63.17
k105_144544	261	31.42
k105_144547	382	58.90
k105_144546	353	54.11
k105_138025	393	40.46
k105_138024	810	38.27
k105_80794	1395	39.64
k105_9390	653	44.87
k105_167448	1506	34.20
k105_32154	321	55.14
k105_43388	491	26.07
k105_138020	340	42.94
k105_59146	376	44.95
k105_138023	360	58.89
k105_9852	821	26.07
k105_138022	365	49.86
k105_59140	408	65.93
k105_108523	888	43.02
k105_161756	415	33.01
k105_162734	525	41.52
k105_97621	385	63.90
k105_117590	303	58.09
k105_137143	318	36.16
k105_137142	1175	31.66
k105_137141	301	45.18
k105_137140	659	51.75
k105_137147	1093	31.02
k105_137146	2419	37.37
k105_137145	859	34.81
k105_137144	915	53.66
k105_117596	354	63.56
k105_137149	499	69.34
k105_137148	350	33.71
k105_51792	1733	57.88
k105_117597	320	34.69
k105_85435	710	35.92
k105_51793	2151	45.00
k105_81948	469	62.05
k105_80798	309	55.34
k105_20789	532	63.72
k105_20788	707	49.08
k105_81944	431	70.77
k105_81945	496	55.44
k105_81946	381	41.47
k105_167444	459	41.61
k105_81940	518	34.17
k105_81941	574	32.93
k105_81942	512	53.71
k105_81943	1128	38.92
k105_1028	506	33.79
k105_1029	301	38.54
k105_1020	680	59.26
k105_1021	1067	49.48
k105_1023	1300	31.46
k105_1024	2224	30.26
k105_1025	1209	35.48
k105_1026	464	30.39
k105_1027	1021	44.17
k105_85436	980	62.35
k105_10244	300	36.00
k105_94569	367	31.61
k105_95833	390	28.21
k105_145638	319	42.63
k105_145639	645	67.29
k105_109478	456	38.60
k105_109479	571	39.05
k105_10057	546	56.04
k105_82184	435	45.98
k105_109472	564	65.25
k105_109473	388	68.04
k105_145632	420	35.95
k105_109471	1297	57.67
k105_145634	402	46.52
k105_145635	1081	41.72
k105_109474	416	51.44
k105_145637	351	69.23
k105_27067	432	34.03
k105_27066	1166	34.22
k105_27065	463	48.60
k105_27064	705	39.15
k105_27063	724	65.06
k105_27062	890	53.48
k105_27061	352	35.23
k105_27060	367	27.79
k105_101667	588	42.35
k105_101666	528	59.28
k105_101665	822	30.41
k105_101664	1450	70.62
k105_101662	364	57.14
k105_27069	347	28.82
k105_101660	392	41.33
k105_26334	708	29.94
k105_26335	346	25.43
k105_26336	423	34.52
k105_26337	1304	33.36
k105_26330	323	53.56
k105_26331	967	62.05
k105_26332	862	53.25
k105_151861	1086	58.66
k105_26338	649	32.67
k105_26339	376	36.97
k105_35037	2366	29.59
k105_35036	1003	30.61
k105_35035	757	27.87
k105_35034	523	38.62
k105_35032	1481	54.22
k105_35031	372	58.60
k105_136123	601	57.40
k105_95215	407	53.32
k105_9425	328	35.06
k105_136120	487	34.29
k105_35039	1739	34.45
k105_35038	432	32.18
k105_136121	1060	34.62
k105_92241	385	60.26
k105_136126	303	47.19
k105_92240	365	49.86
k105_136127	465	60.43
k105_138257	334	27.25
k105_7610	446	71.97
k105_136124	867	36.45
k105_2327	503	34.59
k105_9426	417	38.37
k105_136125	666	38.74
k105_141029	477	63.52
k105_141028	367	57.49
k105_43162	306	52.29
k105_150105	341	50.73
k105_141023	1479	58.08
k105_141022	596	30.20
k105_141025	363	35.81
k105_141024	441	55.78
k105_141027	573	59.51
k105_141026	588	66.84
k105_139650	807	65.68
k105_74074	584	40.24
k105_92249	895	62.35
k105_101089	1124	62.10
k105_101088	550	55.64
k105_170734	617	50.73
k105_101082	1505	42.52
k105_101081	568	62.68
k105_101080	592	42.06
k105_101087	305	29.84
k105_101086	628	30.25
k105_101085	310	69.68
k105_101084	532	38.91
k105_7612	306	28.43
k105_170736	385	46.49
k105_139788	380	33.95
k105_139787	405	29.38
k105_139786	392	37.76
k105_139785	426	58.22
k105_17983	590	53.39
k105_139782	1658	53.86
k105_139781	548	30.47
k105_139780	664	36.75
k105_164536	507	45.56
k105_80428	689	29.03
k105_164534	718	49.30
k105_164532	333	59.76
k105_164533	677	30.28
k105_164530	524	30.73
k105_164531	402	42.79
k105_96885	379	58.58
k105_138437	403	44.67
k105_138434	441	28.12
k105_170732	763	53.34
k105_138432	677	56.72
k105_88237	1641	61.30
k105_164538	1116	32.17
k105_164539	482	32.99
k105_13262	524	46.56
k105_37106	671	50.07
k105_4910	384	46.88
k105_9421	355	55.49
k105_103497	576	53.99
k105_21810	651	30.88
k105_21811	509	67.58
k105_21812	918	35.62
k105_21813	571	35.38
k105_21814	571	43.61
k105_21815	2042	55.04
k105_21816	1143	34.47
k105_21817	534	33.90
k105_42998	403	46.15
k105_32565	366	38.52
k105_32566	538	43.31
k105_32560	391	32.23
k105_88233	438	59.59
k105_89559	308	50.65
k105_89558	426	63.62
k105_89557	1071	67.69
k105_13266	1938	42.72
k105_89555	751	68.58
k105_89554	694	67.44
k105_89553	944	47.88
k105_89552	1111	64.27
k105_89551	471	47.98
k105_89550	303	46.86
k105_172922	305	53.44
k105_103490	413	58.11
k105_103491	352	59.66
k105_172920	916	43.56
k105_97576	464	55.82
k105_80423	742	62.40
k105_114893	800	56.25
k105_88239	316	34.81
k105_114890	366	42.35
k105_88238	497	31.59
k105_146558	2116	55.95
k105_146559	481	64.24
k105_162317	2241	45.56
k105_114891	750	63.73
k105_172924	490	23.88
k105_146550	715	32.03
k105_146551	910	43.08
k105_146552	831	58.60
k105_146553	576	49.83
k105_146554	570	40.53
k105_146555	700	67.29
k105_146556	375	38.13
k105_146557	497	66.80
k105_58076	986	40.37
k105_22545	408	34.07
k105_22544	671	43.82
k105_22543	470	60.21
k105_22542	829	34.98
k105_22541	383	44.65
k105_22540	525	65.33
k105_7616	307	23.78
k105_83644	342	54.09
k105_54224	358	53.07
k105_22549	552	28.80
k105_22548	438	35.62
k105_130209	440	33.18
k105_130208	325	34.46
k105_132079	995	45.73
k105_130200	314	40.13
k105_130203	1419	54.19
k105_20629	347	60.23
k105_21171	510	29.80
k105_130207	340	63.82
k105_130206	409	43.03
k105_21170	412	34.22
k105_129779	413	40.68
k105_129778	428	59.11
k105_129775	338	53.85
k105_129774	515	52.62
k105_129773	780	55.77
k105_129772	1750	64.00
k105_129771	316	52.22
k105_113978	400	46.25
k105_7884	392	61.73
k105_11471	477	33.75
k105_7886	1382	31.11
k105_7887	1180	51.19
k105_7880	879	39.70
k105_7881	1036	55.50
k105_7882	637	33.12
k105_11470	644	39.29
k105_137964	371	37.47
k105_137967	323	37.46
k105_137966	487	47.43
k105_7888	715	60.56
k105_11473	637	57.93
k105_137963	576	48.61
k105_137962	439	62.87
k105_58238	853	29.89
k105_58239	873	47.08
k105_11472	655	39.54
k105_83646	473	55.60
k105_58230	1598	46.50
k105_58231	316	56.65
k105_58232	325	56.92
k105_58233	591	53.98
k105_58234	416	49.28
k105_11474	6703	60.88
k105_4509	330	52.42
k105_49191	214	28.04
k105_49190	219	28.77
k105_88608	410	61.22
k105_88609	876	33.56
k105_49194	434	30.88
k105_88604	428	55.14
k105_4501	357	36.97
k105_4502	1552	43.04
k105_88600	320	49.38
k105_88601	430	53.02
k105_88602	433	53.12
k105_88603	508	56.30
k105_97328	821	68.21
k105_107555	590	64.24
k105_116549	354	53.95
k105_107554	519	64.55
k105_171063	399	42.61
k105_134438	1137	31.49
k105_134439	1563	64.04
k105_171066	679	41.97
k105_82231	310	48.39
k105_171065	340	29.12
k105_134432	1517	40.15
k105_134433	306	54.90
k105_134430	733	40.38
k105_134431	407	45.45
k105_134436	374	67.65
k105_134437	566	52.83
k105_134434	496	69.56
k105_134435	784	60.20
k105_107558	565	65.13
k105_21224	345	37.97
k105_2908	389	59.38
k105_2909	402	55.47
k105_2907	1082	42.98
k105_2904	454	64.10
k105_2905	321	47.98
k105_2902	733	36.29
k105_2903	527	40.42
k105_2900	543	53.96
k105_2901	798	36.09
k105_25014	353	64.87
k105_25015	383	30.03
k105_25016	643	49.92
k105_25017	351	46.72
k105_25011	455	40.88
k105_25012	1135	37.97
k105_25018	733	34.65
k105_25019	716	69.41
k105_104108	362	58.29
k105_7260	464	27.16
k105_7261	1149	37.34
k105_7262	1209	34.33
k105_7263	1802	53.72
k105_7264	633	50.08
k105_7266	429	48.25
k105_7267	897	38.46
k105_7268	713	54.98
k105_7269	422	46.21
k105_36758	311	63.99
k105_140958	383	34.99
k105_106921	581	52.15
k105_142923	308	45.45
k105_68439	339	44.54
k105_84632	983	41.30
k105_68438	398	42.46
k105_8800	1175	33.45
k105_104106	1054	57.97
k105_123528	484	56.40
k105_123529	607	42.34
k105_123525	827	28.66
k105_123526	366	59.02
k105_123527	489	53.58
k105_123520	364	37.36
k105_123521	365	70.96
k105_123522	416	37.74
k105_123523	315	54.29
k105_59549	298	36.24
k105_59548	945	28.68
k105_106920	451	59.42
k105_142922	880	56.36
k105_59541	1017	35.69
k105_59540	3338	45.36
k105_59543	899	30.26
k105_59542	603	43.28
k105_59545	380	50.79
k105_59544	511	59.49
k105_59547	341	36.07
k105_59546	647	31.22
k105_153916	261	55.56
k105_153917	380	49.47
k105_153914	795	29.18
k105_153915	411	63.75
k105_153912	416	31.97
k105_153913	322	64.29
k105_153910	328	33.54
k105_153911	325	35.38
k105_10272	415	49.88
k105_68431	352	58.24
k105_70554	485	37.53
k105_153918	1764	32.43
k105_153919	1048	39.41
k105_160943	306	64.05
k105_92642	370	48.65
k105_92641	700	67.71
k105_92640	413	48.67
k105_92647	538	48.51
k105_92646	943	53.98
k105_92645	434	63.82
k105_92644	1003	67.10
k105_92649	438	47.26
k105_92648	1139	50.31
k105_34108	625	38.24
k105_34109	435	61.15
k105_34104	386	46.37
k105_34105	386	28.50
k105_34107	325	36.00
k105_34100	355	47.61
k105_34101	757	28.14
k105_34102	363	38.57
k105_34103	870	47.47
k105_161016	720	43.75
k105_161017	926	32.83
k105_161014	996	41.87
k105_161015	336	44.64
k105_161012	545	45.32
k105_161013	468	51.50
k105_161010	391	33.25
k105_161011	373	47.99
k105_161018	1221	39.15
k105_161019	643	36.39
k105_42350	325	31.38
k105_42351	899	29.48
k105_42352	865	46.13
k105_96572	497	63.18
k105_42354	558	27.60
k105_42355	580	36.21
k105_42356	314	31.85
k105_106296	375	43.73
k105_42358	614	68.73
k105_42359	413	30.02
k105_42852	424	54.48
k105_160797	369	46.34
k105_53346	689	54.57
k105_64727	389	50.90
k105_94437	1553	50.23
k105_106291	840	64.64
k105_53749	1055	47.11
k105_106290	473	49.89
k105_42466	2247	31.11
k105_61849	1435	73.52
k105_61848	338	42.31
k105_61847	783	57.98
k105_61846	332	28.31
k105_61845	368	61.96
k105_61844	699	60.94
k105_61843	434	21.43
k105_17980	382	30.37
k105_61840	1028	63.62
k105_159436	424	43.63
k105_60718	623	33.39
k105_60719	333	51.65
k105_30495	517	32.30
k105_60714	708	67.51
k105_158436	1082	34.38
k105_60716	1665	73.15
k105_60717	792	58.84
k105_60710	732	32.79
k105_60711	503	29.42
k105_60712	323	28.48
k105_68523	495	58.99
k105_10119	700	39.86
k105_68521	325	60.31
k105_68520	332	42.47
k105_68527	316	52.85
k105_68526	576	50.69
k105_68525	451	66.96
k105_68524	450	36.00
k105_18436	541	36.78
k105_18437	948	43.99
k105_68529	1823	39.39
k105_68528	512	27.15
k105_18432	420	37.86
k105_18433	377	39.26
k105_18430	521	37.04
k105_18431	605	42.15
k105_155547	600	36.33
k105_155546	2005	72.47
k105_155545	393	40.46
k105_155544	427	51.29
k105_155543	480	32.71
k105_155542	436	60.55
k105_155541	391	59.59
k105_155540	743	56.39
k105_43385	695	29.64
k105_86687	494	67.41
k105_64173	927	34.84
k105_155549	753	32.93
k105_119576	985	43.15
k105_119577	552	31.52
k105_119574	231	35.50
k105_119575	405	47.90
k105_119572	305	39.67
k105_119573	684	32.16
k105_119570	384	35.68
k105_119571	415	30.12
k105_154492	384	36.46
k105_154493	522	32.57
k105_154490	1411	44.29
k105_154491	2610	38.54
k105_154496	290	30.34
k105_154497	455	35.82
k105_119578	451	31.49
k105_119579	621	33.66
k105_118225	768	50.52
k105_118224	896	54.69
k105_118227	301	37.87
k105_118226	1238	60.58
k105_118221	459	44.23
k105_94889	2421	42.34
k105_118223	1344	61.24
k105_118222	313	27.48
k105_51417	321	56.39
k105_118229	388	34.02
k105_118228	601	64.89
k105_98278	753	66.53
k105_98279	513	41.72
k105_115908	406	47.78
k105_98272	2145	46.43
k105_98273	345	51.59
k105_98274	916	44.76
k105_98275	474	52.11
k105_98276	567	35.45
k105_98277	421	75.77
k105_139765	2237	33.80
k105_112775	1570	62.61
k105_30909	753	54.71
k105_16727	357	49.86
k105_40805	657	45.81
k105_30901	576	61.81
k105_30902	1420	56.41
k105_30903	530	42.08
k105_30904	502	64.34
k105_30905	445	54.61
k105_30906	464	56.25
k105_30907	949	62.70
k105_7459	554	43.32
k105_116648	695	38.13
k105_42467	502	50.60
k105_6178	488	32.17
k105_114055	725	63.86
k105_150496	1130	32.48
k105_150497	516	23.64
k105_150494	272	31.99
k105_150495	710	36.20
k105_150492	604	46.19
k105_150493	1872	59.72
k105_40802	704	61.93
k105_150491	562	37.37
k105_150498	936	39.00
k105_150499	1062	33.71
k105_7458	2332	41.72
k105_23085	1559	41.76
k105_23084	533	32.46
k105_23087	545	33.21
k105_23086	342	33.04
k105_23081	2108	54.41
k105_23080	1012	56.62
k105_23083	389	62.21
k105_23082	383	62.14
k105_127991	340	55.59
k105_127990	433	35.10
k105_127993	491	61.51
k105_127992	1823	57.60
k105_23089	668	22.16
k105_23088	579	39.03
k105_127997	427	39.34
k105_127996	644	65.53
k105_125413	534	45.32
k105_142628	470	36.17
k105_142629	545	36.51
k105_140122	2280	63.86
k105_142622	449	38.53
k105_142620	435	42.07
k105_142621	1667	28.91
k105_142627	406	32.27
k105_142625	940	33.83
k105_157563	320	50.31
k105_157562	676	61.54
k105_157561	568	49.47
k105_157560	1121	72.08
k105_157567	1048	26.81
k105_157566	375	35.47
k105_157565	436	44.04
k105_140127	398	31.41
k105_157569	333	34.53
k105_157568	550	37.27
k105_125410	983	54.43
k105_51416	539	63.82
k105_49588	335	68.06
k105_140125	1636	32.58
k105_49589	582	69.93
k105_140124	893	62.49
k105_31685	429	40.33
k105_40801	1222	57.53
k105_53650	412	30.58
k105_97701	431	55.45
k105_150106	354	46.05
k105_74180	557	38.42
k105_53657	401	65.84
k105_53656	360	34.72
k105_21556	562	35.41
k105_151375	957	43.47
k105_140128	991	53.08
k105_31686	402	55.47
k105_158867	657	57.38
k105_49580	302	63.58
k105_158865	722	50.69
k105_158864	349	35.24
k105_158863	748	30.88
k105_158861	787	32.66
k105_49581	668	57.78
k105_85650	1348	42.58
k105_85651	468	33.12
k105_85652	508	46.46
k105_125416	575	68.17
k105_85654	447	54.81
k105_85655	624	36.06
k105_158869	656	41.31
k105_158868	551	51.54
k105_93114	696	58.48
k105_53658	408	68.14
k105_144378	537	68.34
k105_93115	391	40.15
k105_144379	402	47.01
k105_93116	2167	61.74
k105_77251	392	54.34
k105_77250	401	69.83
k105_77253	542	37.64
k105_77252	920	55.98
k105_77255	326	55.83
k105_77254	1061	56.55
k105_77257	326	53.07
k105_114057	311	34.73
k105_77259	2314	43.69
k105_77258	1216	61.76
k105_84387	671	42.32
k105_84386	369	24.93
k105_84381	592	44.59
k105_46510	413	59.56
k105_84383	396	43.69
k105_93111	907	60.97
k105_9106	391	44.50
k105_74787	415	35.18
k105_74784	1479	65.11
k105_144375	331	48.94
k105_93112	1048	44.08
k105_74780	331	53.78
k105_74781	660	33.03
k105_46516	1028	35.51
k105_93113	304	27.96
k105_56519	485	41.24
k105_74788	329	42.55
k105_114053	444	67.57
k105_106855	940	35.43
k105_106854	484	22.73
k105_106857	612	37.75
k105_56518	412	46.12
k105_106851	618	59.71
k105_46514	413	54.00
k105_106853	395	39.24
k105_106852	655	50.38
k105_46515	731	49.93
k105_106859	422	38.86
k105_106858	1015	35.17
k105_117998	1076	33.46
k105_51826	478	34.94
k105_899	545	56.88
k105_898	1157	36.04
k105_53813	573	51.48
